full_text,POS
 maxjacinto4: ‼️ para elpartido morado las diferencias no deben convertirse en desigualdades ‼️tenemos un compromiso republicano con l…,P
 maxjacinto4: ‼️ seguridad ciudadana ‼️la persona y su derecho a una vida segura parte del eje central de nuestra propuesta ideólogica…,P
 maxperaltap: somos un equipo de verdad#max35#partido morado#elecciones congresales2020 https://t.co/et9eyzf61j,P
 maxperaltap: 𝐷𝐸𝑅𝑅𝐼𝐵𝐴𝑁𝐷𝑂 𝑀𝐼𝑇𝑂𝑆=================estimados ciudadanos les comparto el video porque hay mucha desinformación sobre el 𝐸…,NEU
 maxperaltap: 𝐸𝑠𝑡𝑎𝑠 𝑝𝑒𝑛𝑠𝑎𝑛𝑑𝑜 𝑣𝑜𝑡𝑎𝑟 𝑒𝑛 𝑏𝑙𝑎𝑛𝑐𝑜 o 𝑣𝑖𝑐𝑖𝑎𝑑𝑜?=================================te invito a ver este video y saber cuales pued…,P
 me7777: mi voto para este domingo está decidido y será el #partido morado porque en este momento solo puedo pensar en una cosa a la vez…,P
" meme_caviar: parece que julio ""llama gas"" guzmán es el único moradito que no es rendidor... jajajajajaja 😂😂🤣🤣#trampeomorado #julioguz…",N
 mem epolitico pe: daniel mora era el que filtraba candidatos en el #partido morado. por eso tantos matones en su partido. #no mas moradosmat…,N
 memepoliticope: ojoooo el #partido morado no sólo lleva a daniel mora como pegalón sino a este se le suman dos más que ademas deben la…,N
 mercede56704720: no necesitamos encuestas sólo 🍿 frente a la tv (ellos lo saben)ver a quienes entrevistan y a qué personas nos quieren…,N
" mvcarlosangulo: vidal percyc patricia gamarra julio guzman peru daniel mora zevallos las organizaciones estan por encima de las personas; y en…",P
 omarcamino: dinos por qué eres tan gily atacas al feminismo igualándolo al machismo de comportamiento vil.dinos por qué eres gentilc…,N
 parti domorado: propuestas del #partido morado  lucha anticorrupción: https://t.co/xll5np7fdf vota informado #vota morado#debateece2…,P
 partido morado: propuestas del #partido morado  reforma del congreso: https://t.co/xgvhwkiqwy y https://t.co/vejcago4za vota informad…,P
 partidomorado: propuestas del #partido morado  reforma judicial: https://t.co/dpchp2pmvu  vota informado #vota morado#debateece2020…,P
 partido morado: propuestas del #partido morado  salud y medio ambiente: https://t.co/kgwqbvbplg vota informado #vota morado#debateec…,P
 partido morado: propuestas del #partido morado  educación: https://t.co/oaqwlfbs8m vota informado #vota morado#debateece2020 https:/…,P
 partido morado: propuestas del #partido morado reforma del congreso: https://t.co/xgvhwkiqwy y https://t.co/vejcago4za vota informado…,P
 partido morado: propuestas del #partido morado reforma electoral y política: https://t.co/ez2mpajegxvota informado #vota morado#deba…,P
 palacastrillon: oscaorresnews saludos osquitar. todo siempre irá a su lugar y ese mora es una basura. pero es una familia rara xq h…,N
 panamericanatv: #partido morado decidió mantener a julio guzmán como presidente ► https://t.co/hujf1hyhkk,NEU
 panamericanatv: #partido morado: personero legal es investigado por #casoodebrecht ► https://t.co/c3y2namnyn https://t.co/knlsvoe6uc,NEU
 pbodigital: #combutters🔴 candidata del #partidomorado #zenaidasolís en una entrevista arregladaza con #alberto fujimori ¡se repite la…,N
 pbodigital: #combutters#elecciones ¿qué dicen las encuestas?🔴 #césarcampos: “los chibolos han sido trabajados con la idea de renovac…,NEU
 pbodigital: #combutters#partidomorado | ¡exclusivo! #julitoguzmán habla de su huida 🔴 carlospolivoz incendió el set de #combutters:…,N
 pbodigital: #combutters¡el colmo de #danielmora y el #partidomorado! ¡#julioguzmán sí sabía!🔴 #mora sobre golpes de su esposa: “fue…,N
 pbodigital: #combuttersla verdad de los moraditos: conoce el pasado de sus candidatos🔴 #phillipbutters: “el #partidomorado es morado…,N
 pbodigital: #combutterslas redes sociales queman a #julioguzmán🔴 el líder del #partidomorado está en boca de todos pero para las bu…,N
" pbodigital: #danielmora indicó que lo ocurrido fue un ""incidente"" y que dirá su verdad🔴 renunció a su candidatura y al #partidomorado…",N
 pbodigital: #danielmora pegalón en el #partidomorado🔴 #phillipbutters: “sus principios y valores son tapar a los pegalones e incluir…,N
 pbodigital: #elecciones2020🔴#fuerzapopular vasquezkunze no me hubiera aliado con el #partidomorado porque no soy un oportunista🔴#p…,N
" pbodigital: #guzmán: ""no hubo infidelidad. la única que necesita explicaciones es mi esposa”🔴líder del #partidomorado declaró que no…",N
" pbodigital: #julioguzmán fue captado huyendo de incendio en departamento en 2018🔴""no volví porque me dijeron que no era necesario""…",N
 pbodigital: #partidomorado | #alberto debelaúnde: “#danielolivares y yo le creemos a #julioguzmán”🔴el candidato respaldó al líder de s…,P
 pbodigital: #partidomorado | #contigo aleskrause “me indigna la falta su coherencia nos han tomado como unos tontos”🔴 #fuerzapopula…,N
 pbodigital: #partidomorado tiembla: #mora y el escándalo del incendio 🔴 #césarcampos: “#guzmán es un absoluto falso valor. tendrán un…,N
 pbodigital: #partidomorado 🔴 #julioguzmán: “conocido el caso de #danielmora inmediatamente exigimos su renuncia a su candidatura. hoy…,N
 pbodigital: #partidomorado🔴 #danielmora: “#julioguzmán no ha tenido lealtad han salido a despotricar por una cuestión electoral”#p…,N
 pbodigital: #partidomorado🔴#apra renzoiban  “se ha demostrado que hay una concentración del poder”🔴#acciónpopular ricardoburgaap…,NEU
 pbodigital: ¡#julioguzmán tiembla al igual que el #partidomorado!🔴#phillipbutters: “¡unpartidoque dice defender a las mujeres resul…,N
 pbodigital: ¡hipocresía! antecedentes de los candidatos del #partidomorado🔴 #phillipbutters: “la arreglada de los caviares en el #pod…,N
 pbodigital: ¿#partidomorado no sabía de la denuncia contra #mora?🔴#phillipbutters: “¡también la golpeó en el piso! ¿no lo acusa la fi…,N
" pbodigital: caso de violencia#liliajaureguy:  ""todo lo que dije en la denuncia es verdad""🔴 la esposa de #danielmora señaló que hubo…",N
 pbodigital: daniel mora pegalón en el #partidomorado🔴 #phillipbutters: “sus principios y valores son tapar a los pegalones e incluir…,N
 pbodigital: más perlitas en el #partidomorado🔴 #phillipbutters: “es elpartidode los pegalones y tapa ollas ¡es información que ello…,N
 pbodigital: renunció tras conocerse denuncia de agresión física en marzo de 2019🔴 #danielmora: “renunció irrevocablemente a mi candid…,N
 pbodigital: 🚨#pbo: 17.01.20la verdad de los moraditos¿#partidomorado no sabía de la denuncia contra #mora?🔴#phillipbutters: “¡tambi…,N
 periodismoperu: ❗ no va más ❗ #danielmora ya no postula al #congreso por el #partidomorado tras denuncia por maltrato que formuló su es…,N
 peru21noticias: #avance21este martes en la edición impresa web y en p21tv todo sobre la situación del #partidomorado tras escándalo…,N
" peru21noticias: #debate21 🗣️.amerinoreyna: ""lava jato es el equipo de persecución"" https://t.co/8tjuzflyfpno te pierdas el debate en…",N
 peru21noticias: #partidomorado sobre #danielmora tras denuncia por agresión a su esposa: “no vamos a blindar a nadie” https://t.co/jdvg…,N
 peru21noticias: marco zeballos personero legal del #partidomorado está procesado por el caso #lavajato https://t.co/z7dfouwxnj https:…,N
 perunewsale: daniel mora renunció a su candidatura al congreso y alpartidomorado: daniel mora zevallos postulaba al congreso por el…,N
 perunewsale: daniel mora: jee declaró improcedente pedido de exclusión de candidatura: el ente electoral señaló que elpartidomorado…,N
 perunewsale: de belaunde:partidomorado tiene propuestas más avanzadas para la equidad de género: resaltó que su agrupación política…,P
" perunewsale: edmundo del águila: ""elpartidomorado es un sancochado de personas independientes"": el secretario de acción popular señ…",N
 perunewsale: elecciones 2020: la fiscalía investiga a personero legal delpartidomorado: por presunto delito de asociación ilícita p…,N
 perunewsale: esposa de daniel mora: se ha exagerado un desgraciado momento para hacer daño: a través de un comunicado la mujer señal…,N
 perunewsale: fernando rospigliosi: “no creo que daniel mora renuncie a su candidatura al congreso”: para fernando rospigliosi los pr…,P
 perunewsale: garcía toma sobre guzmán: “elpartidomorado no actuó rápidamente como con mora”: víctor garcía toma cree que la ciudada…,P
" perunewsale: guzmán sobre incendio en departamento: ""no volví porque me dijeron que no era necesario"": indicó que las explicaciones s…",N
 perunewsale: jee indicó que evaluarían caso de daniel mora si presenta su renuncia: el ente indicó que en la hoja de vida no se regis…,N
 perunewsale: josé tello: “si daniel mora es consecuente que no asuma el cargo si gana elección”: tello indicó que jne solo puede exc…,N
" perunewsale: marisol pérez tello: es penoso lo que ha pasado con elpartidomorado: secretaria general del ppc afirmó que todas ""las…",N
 perunewsale: muñoz: lo peor que puede hacer un partido es respaldar situaciones incoherentes: el alcalde de lima se pronunció sobre l…,N
 perunewsale: pepi patrón: “julio guzmán tendrá oportunidad para reconciliarse con la ciudadanía”: la candidata pepi patrón sostuvo qu…,P
 perunewsale: tuesta sobre mora: “no le se puede obligar a que continúe como candidato”: fernando tuesta indicó que elpartidomorado …,NEU
 perunewsletters: daniel mora renunció a su candidatura al congreso y alpartidomorado https://t.co/0elhqetpnb #danielmora #partidomora…,N
 perunewsletters: daniel mora: jee declaró improcedente pedido de exclusión de candidatura https://t.co/tyqlpphudi #danielmora #eleccion…,NEU
" perunewsletters: daniel mora: lamento el comportamiento de quienes hasta el incidente llamé ""amigos"" https://t.co/jnqiiu5otz #danielmor…",N
 perunewsletters: de belaunde:partidomorado tiene propuestas más avanzadas para la equidad de género https://t.co/cnew99ymii #danielmo…,P
" perunewsletters: edmundo del águila: ""elpartidomorado es un sancochado de personas independientes"" https://t.co/pf7z9ztowp #eleccione…",P
 perunewsletters: elecciones 2020: la fiscalía investiga a personero legal delpartidomorado https://t.co/ouwxseahbu #partidomorado #od…,N
 perunewsletters: esposa de daniel mora: se ha exagerado un desgraciado momento para hacer daño https://t.co/9terszoric #danielmora #par…,N
 perunewsletters: garcía toma sobre guzmán: “elpartidomorado no actuó rápidamente como con mora” https://t.co/y7jnddrpgg #julioguzmán…,N
" perunewsletters: guzmán sobre incendio en departamento: ""no volví porque me dijeron que no era necesario"" https://t.co/necicsqhnz #juli…",N
 perunewsletters: jee indicó que evaluarían caso de daniel mora si presenta su renuncia https://t.co/klbkh4hs9q #danielmora #partidomora…,N
 perunewsletters: josé tello: “si daniel mora es consecuente que no asuma el cargo si gana elección” https://t.co/ttih4fzkdo #danielmor…,N
 perunewsletters: marisol pérez tello: es penoso lo que ha pasado con elpartidomorado https://t.co/c3uz5knbva #marisolpéreztello #pa…,N
" perunewsletters: mora: ""no sé quién seguirá en carrera porque yo ya dejé de hacer campaña"" https://t.co/ajapiyxs8i #danielmora #jee #pa…",N
 perunewsletters: muñoz: lo peor que puede hacer un partido es respaldar situaciones incoherentes https://t.co/ljzx91a5it #jorgemuñoz #j…,N
 perunewsletters:partidomorado: no encontramos responsabilidad política en caso de guzmán https://t.co/5xdvro0t07 #partidomorado #juli…,NEU
 perunewsletters: pepi patrón: “julio guzmán tendrá oportunidad para reconciliarse con la ciudadanía” https://t.co/7builgpzdg #pepipatró…,P
 perunoticiashoy: daniel mora: jee declaró improcedente pedido de exclusión de candidatura https://t.co/cq34dba5xm #danielmora #eleccion…,NEU
 perunoticiashoy: de belaunde:partidomorado tiene propuestas más avanzadas para la equidad de género https://t.co/xn6ex7r37t #danielmo…,P
 perunoticiashoy: elecciones 2020: la fiscalía investiga a personero legal delpartidomorado https://t.co/fpfpfylhgt #partidomorado #od…,NEU
 perunoticiashoy: fabiola muñoz: el que entra en política tiene que ser responsable de sus actos https://t.co/tcn78xosiw #fabiolamuñoz #…,P
 perunoticiashoy: garcía toma sobre guzmán: “elpartidomorado no actuó rápidamente como con mora” https://t.co/ctntatvbzg #julioguzmán…,N
" perunoticiashoy: guzmán sobre incendio en departamento: ""no volví porque me dijeron que no era necesario"" https://t.co/ntwrvlq8bt #juli…",N
 perunoticiashoy: jee indicó que evaluarían caso de daniel mora si presenta su renuncia https://t.co/ihrxkglr0l #danielmora #partidomora…,NEU
 perunoticiashoy: josé tello: “si daniel mora es consecuente que no asuma el cargo si gana elección” https://t.co/l0vpnjxngr #danielmor…,NEU
" perunoticiashoy: juan sheput: ""julio guzmán no tiene capacidad para ser presidente"" https://t.co/2gelgrpaw6 #juansheput #julioguzmán #p…",N
 perunoticiashoy: marisol pérez tello: es penoso lo que ha pasado con elpartidomorado https://t.co/fnbhg1d7qh #marisolpéreztello #pa…,N
" perunoticiashoy: mora: ""no sé quién seguirá en carrera porque yo ya dejé de hacer campaña"" https://t.co/nyf778zsfu #danielmora #jee #pa…",N
 perunoticiashoy: muñoz: lo peor que puede hacer unpartidoes respaldar situaciones incoherentes https://t.co/lal7gglrez #jorgemuñoz #j…,N
 pianonocturno: -mi doctora cuchicuchi-julito porrompompónven te espero en el colchón-llegaré a la una. puchi!qué diré a mi cucuchi…,N
 pibeperuano: ¿porquépartidopolítico votará en las elecciones congresales 2020?#voto2020 #votoinformado#fuerzapopular#acciónpopula…,P
 politico_sin: alguien que me ayude a encontrar la diferencia por favor. #belaunde #perro #doglovers #politicosincontrol #lima#politic…,N
 politico_sin: crisis en el #partidomorado daniel mora dice que hay deslealtad de parte de julio guzmán. https://t.co/tujqdz7zhg,N
 politicoexplain: los políticos en mi patria: perúmijael mitómano vs mora golpeadorhacen el show de laura bozo #partidomorado #apra…,N
 ponplay: #partidomorado en ⬇️ después de estas declaraciones en 3 2 1...,N
 pulmon_de_susan: julio guzman be like...#forrestgumpmodeon #partidomorado https://t.co/3sw2heipwq,N
 rafaelvasquezn: #partidomorado tienen tránsfugas en su lista al congresotienen el discurso de nueva clase política contra partidos tra…,N
 rafaelvasquezn: los referentes del #partidomorado copiando las malas prácticas de blindaje de quiénes dicen combatir: los #fujimoristas,N
 rafaelvasquezn: los referentes del #partidomorado copiando las malas prácticas de blindaje de quiénes dicen combatir: los #fujimoristas…,N
 rochimonterom: #danielmora renuncia irrevocablemente a su candidatura al congreso y al partidomorado. rppnoticias canaln_ politica…,N
 rosah2022: 𝐷𝐸𝑅𝑅𝐼𝐵𝐴𝑁𝐷𝑂 𝑀𝐼𝑇𝑂𝑆=================estimados ciudadanos les comparto el video porque hay mucha desinformación sobre el 𝐸𝑁𝐹…,NEU
 salvatorresof: el caso daniel mora trae al recuerdo de todos los peruanos el caso fujimorista una hija que no defendió a su madre cuan…,N
 sebastlf: gestionpe si él mismo dice sentirse mujer cómo no le va a creer la mentira a guzmán.#ardientepasion #partidomorado,N
 sindicadirector: pseudo-democracia #democracia #libertad #vizcarra #elperúprimero #elperúquequeremos #bicentenario #eleccionescongresal…,NEU
 sofiaes75112804: accionpopular elcomercio_peru ipsosperu acción popular después de la jugada sucia en el congreso nunca más! #paid…,N
 sofiaes75112804: bensolis bettyschaper1 si!!! elpartidomorado no blinda a nadie y cree en el respeto absoluto a la mujer por ello m…,P
 sofiaes75112804: carlomagno_13 ningúnpartidopolítico mejor que ustedes #partidomorado consistente con lo que predican! tienen mi voto,P
 sofiaes75112804: hectorbecerrilr el señor mora elpartidomorado y julio ya se pronunciaron y fue casi inmediato. no como los vergüen…,P
 sofiaes75112804: hurgamemoriape milagrosleivag no hace buenas preguntas pero si defiende a corruptos y se apunta rápido para querer b…,N
 sofiaes75112804: javaliaga malbeg15 partidomorado alberto belaunde mi voto también sigue siendo para el #partidomorado,P
 sofiaes75112804: julianaoxenford alberto belaunde guerra contra julio la guerra sucia que le hacen al #partidomorado y a unos de sus…,NEU
 sofiaes75112804: julioguzmanperu con convicción mi voto sigue siendo por el #partidomorado https://t.co/u6z7iwmdmb,P
 sofiaes75112804: karlacalle jne_peru dmorazevallos tremenda troll karla o dire “periodista”! haciendo guerra sucia apartidomorado!…,NEU
 sofiaes75112804: kikesitov67 rppnoticias no perdamos la oportunidad de renovar nuestro congreso!infórmese para apreciar visión de pa…,P
 sofiaes75112804: lamula caudiaangelica julioguzmanperu no dijo feminismo radical dijo feminismo extremista y cualquier extremismo e…,N
 sofiaes75112804: lismelendezpm excelente...mujer empoderada! admiro que de poco a poco estás y llegarás a tus metas. suerte en estas e…,P
 sofiaes75112804: milagrosleivag renzoiban ale_ames la31delalampa willaxtv el general mora ya está fuera. tenemos que resaltar que…,NEU
 sofiaes75112804: milagrosleivag ya está decidido. mi voto con convicción es por el #partidomorado https://t.co/1lug48etnp,P
 sofiaes75112804: partidomorado seamos uno solo y sigamos fomentando a nuestro #partidomorado ...hay muchos por hacer.  #novotonulonivi…,P
 sofiaes75112804: parodirevoredo accionpopular no queremos que la misma lacra entre al congreso.  renovemos y llevemos a peru a otro n…,N
 sofiaes75112804: patriciagamarra mi voto con convicción por el #partidomorado https://t.co/7vzgmg4x10,P
 sofiaes75112804: peru21noticias joaquinreyh alberto belaunde alberto  de belaunde uno de los pocos congresistas que puso a su patria…,P
 sofiaes75112804: qhari faltoso el periodista! mi voto morado sigue igual #partidomorado https://t.co/yhtwkhonj2,P
 sofiaes75112804: recisneros el señor mora renunció elpartidomorado como organización se pronunció de inmediato y eso es una leccion…,N
 sofiaes75112804: rmapalacios exacto! los morados están en contra de cualquier expresión de violencia. no se blinda a nadie! es un pa…,P
 sofiaes75112804: ugluis la guerra sucia que le hacen al #partidomorado y al presidente delpartidojulio guzmán es exagerada! espero q…,P
 themax9131: #partidomorado no será perfecto pero al menos son mas transparentes y consecuentes no a la corrupción. peruanocomunica q…,P
 tirodegrazzia01: jajaja magalyperu es la muerte. #julioguzman #partidomorado #alberto debelaunde https://t.co/lijg9l2inf,NEU
 tirodegrazzia01: la muerte politica de julio guzman en vivo y en television nacional. #abrelosojos #cuartopoder #partidomorado https://…,N
 todoxperu: #elecciones2020 #eleccionescongresales2020 #peru #perudespierta #partidomorado#moratedejamorado#partidomorado#moratede…,NEU
 todoxperu: eudmed julioguzmanperu se alquilaba ese depa en ocasiones anteriores?se pagaba con dinero lícito?quienes mas lo usaban?…,N
 todoxperu: noticiamerica ya ves borrego! si #julioguzmán abandona a su partidaria n una emergencia simple exponiendo la vida d ella…,N
 todoxperu: peruenlanoticia reyconbarba si no hubiera nada comprometedor ni tu esposa necesitaría 'explicaciones' tramposo monse #jul…,N
 todoxperu: politica_ecpe papay no seas conchudo! x regulación d defensa civil x lo menos en la recepción debía haber un extintor!!!…,N
" todoxperu: primerpedal dijero q recién lo alquilaron para el ""almuerzo partidario"" ♥️🔥 el día anterior...cuantas veces antes tambien h…",NEU
 tonolaserna1: #envivopresentamos las principales propuestas que como bancada del #partidomorado realizaremos en pos de ese cambio de…,NEU
 tonolaserna1: la mejor elección este 26rtener es elegir votar informado.te presentamos las propuestas principales para trabajar en el co…,NEU
 trugo_: datum - elecciones al congreso (lima metropolitana) votos válidos:acción popular:   18%  (👎 6%)#partidomorado: 15% (👍 6%) #…,NEU
 ucinoticias_pe: 🔴🚨 #envivo argollatv por ucinoticias_pe hoy continuamos con el diálogo con los candidatos al #congreso. esta noche no…,NEU
 urovox: cuando vemos como se explica julio guzmán sobre que no fue una infidelidad y se ve en el cuarto velas  globos y formas de cora…,N
 ursula_moscoso: ¡conversatorio “feministas en el congreso 2020! hoy estuve junto a candidatas y ex congresistas compartiendo una misma…,NEU
 ursula_moscoso: ¡mañana! 💪nos vemos en radio_capital a las 7:00 a.m. y en ideeleradio a las 8:00 a.m..¡conéctense! 💜..#m23 #pa…,P
 ursula_moscoso: ¡seguimos avanzando! 💪💜.. #ursulamoscoso #m23 #partidomorado #elecciones2020 #congreso2020 https://t.co/m9tjp86wgq,P
 ursula_moscoso: conozcan mis principales propuestas💪#m23 #ursulamoscoso #partidomorado #elcambioyaempezó https://t.co/odklvyaoni,P
 ursula_moscoso: el partidomorado tiene una firme convicción por la lucha de los derechos de las mujeres seguimos adelante. 💪 ..#urs…,P
 ursula_moscoso: esta es la oportunidad clave para demostrar que somos una política diferente. #m23 mira la entrevista completa aquí 👇🏻…,P
 ursula_moscoso: estamos en vivo con rmapalacios por radio_santarosa ¡sintonícennos! 💪💜#m23 #ursulamoscoso #partidomorado https://t…,P
 ursula_moscoso: estamos en vivo por radioplanicie 👉 https://t.co/y9pnckeekm¡sintonícenos! 💪 #m23 #partidomorado #ursulamoscoso #el…,NEU
 ursula_moscoso: estamos en vivo. ¡conéctense! 💜💪https://t.co/lhf8hflm7r #ursulamoscoso #m23 #partidomorado,P
 ursula_moscoso: fiscalizaremos a las comisarías y centros de emergencias mujer para corroborar el trato a la victima y la atención reci…,NEU
 ursula_moscoso: hoy estaré junto al exviceministro de energía y minas pedro gamio intercambiando ideas y hablando sobre nuestro próxim…,NEU
 ursula_moscoso: hoy tenemos en vivo a mvillalbaperu candidato por el partidomorado para conversar sobre nuestras propuestas para este…,NEU
 ursula_moscoso: nada nos detiene! 💪..#ursulamoscoso #m23 #partidomorado #elecciones2020 #congreso2020 #lima #perú https://t.co/nagi1…,P
 ursula_moscoso: no fomentarlos es censurarlos que nunca se apague la voz de los jóvenes.  💜💪..#ursulamoscoso #partidomorado #m23 #…,P
 ursula_moscoso: ser indiferente en política no es el camino. 💪💜..#ursulamoscoso #m23 #elecciones2020 #congreso2020 #partidomorado ht…,P
 veratrey: #partidomorado resultó ser una guarida de indeseables por decir lo menos 😫,N
" vmanriquez: patarevalo elpartidomorado es ""ni chicha ni limonada"" es ""indefinido por definición"".¿""el mal menor"" nuevamente?el p…",NEU
" vmanriquez: opino que el nombre de ""partido morado"" no pudo estar mejor elegido. recuerda ese popular refrán:""ni chicha (morada) ni li…",NEU
 wilaquinoc: julio guzmán en el preciso instante del incendio. 🤣🤣🤣#partidomorado https://t.co/vxj36kxxap,NEU
 willaxtv: #envivo #milagrosleivaentrevistaesquinabaja: “ese #partidomorado no existía. no tenía ninguna ideología.”en vivo ➡ https:…,N
" willaxtv: #envivo #milagrosleivaentrevistamalditaternura: ""saldelsol sería el recambio de julioguzmanperu en el #partidomorado.""e…",NEU
 willaxtv: #primerplanose difunden un video del año 2018 donde se ve al líder del #partidomorado julioguzmanperu sale corriendo de…,NEU
 yaha1024: #partidomorado #julioguzmán jne_peru cómo queda esta denuncia?,NEU
 yaha1024: #partidomorado #julioguzmán jne_peru cómo queda esta denuncia? https://t.co/rnc4ci1mx6,NEU
 yakuza_hanafuda: eduardo_recoba las viudas de julio guzman ensayando hipótesis absurdas y ridículas tratando de defender al impresenta…,N
 yoselodije1: no entiendo cómo salir a dar la cara por los cagadones de tu líder (y dejar que pase caleta) es hacer política diferente?…,P
" yturbe_: #mora sigue siendo candidato del #partidomorado; al igual que el resto de abusadores que lleva por todo el país. su renuncia e…",N
 yturbe_: esta es la clase de filtro del #partidomorado que evita que abusadores de mujeres integren sus listas. pero como es la lista d…,P
 yturbe_: mora renuncia a una candidatura que hoy es irrenunciable (el plazo para renunciar venció el 27 de diciembre y si sale electo…,NEU
 zenaidasolisg: este congreso será diferente.  estamos en el camino de lograrlo. si se puede!! #partidomorado https://t.co/uyvyrgu6fq,P
 zenaidasolisg: la gran responsabilidad este domingo 26 está en los electores. si no queremos que el próximo congreso vuelva a entrampar…,P
 zenaidasolisg: si queremos que el nuevo congreso no entrampe nuevamente el avance del país ya sabemos por quien no  votar. este 26 l…,N
- ¿qué haces aquí?- me dijiste que había reunión del #partidomorado. https://t.co/bgalmkkldk,NEU
"""mora te deja el ojo color mora""#morasicumple #partidomorado https://t.co/zgbxtvtrnf",N
"""renuncio irrevocablemente a mi candidatura al congreso así como alpartidomorado. agradeciendo a todos mis seguidores por su respaldo y a los que siempre confiaron en mi"" manifestó mora en su cuenta de twitter. #partidomorado #radiomirafloreslaautentica https://t.co/gtotcfx2um",P
#atvnoticias #alestilojuliana | ¿quién es #julioguzmán? vida y pasión del líder del #partidomorado cuyo paradero ahora es desconocidosigue nuestra señal ➡️https://t.co/wwtd07b9hf https://t.co/n9jqzofpdt,N
#atvnoticias #alestilojuliana | candidato de #ancash por el #partidomorado es un sentenciado por violenciasigue nuestra señal ➡️https://t.co/wwtd07b9hf https://t.co/xxwcpmrrjz,N
#avance21este martes en la edición impresa web y en p21tv todo sobre la situación del #partidomorado tras escándalo de #julioguzmán. además mujeres agredidas protegen a sus agresores #solidaridadnacional se niega a ofrecer disculpas y la 'u' debuta en #libertadores. https://t.co/gwdqlycazj,N
#carmengonzález: no entiendo qué es el #partidomorado #julioguzmán es una persona políticamente indefinida https://t.co/wcjqxzz4jo https://t.co/ecwdszv9nr,N
#combutters🔴 candidata del #partidomorado #zenaidasolís en una entrevista arregladaza con #alberto fujimori ¡se repite la historia!#pbodigital#phillipbutters #keiko #mulder #mora #vizcarra #bara #perú #urgente https://t.co/g1vj7y0mpc,NEU
#combutters#elecciones ¿qué dicen las encuestas?🔴 #césarcampos: “los chibolos han sido trabajados con la idea de renovación y esto los conduce a brazos de nuevas opciones y nos guste o no el #partidomorado está ahí”#pbo🔴 https://t.co/4dygjsdq9a#mora #urgente #loúltimo https://t.co/hxubb1oinx,N
#combutters#partidomorado | ¡exclusivo! #julitoguzmán habla de su huida 🔴 carlospolivoz incendió el set de #combutters: “¡no había extinguidor!”#pbo mira el video completo🔴 https://t.co/ktyf74fopc#butters #vizcarra #gorriti #venezolanos #carloszambrano #perú willaxtv https://t.co/ewukvv9zp6,N
#combutters¡el colmo de #danielmora y el #partidomorado! ¡#julioguzmán sí sabía!🔴 #mora sobre golpes de su esposa: “fue un resbalón”#pbodigital🔴 https://t.co/fnhpxr6wut#butters #milagrossalazar #mora #vizcarra #keikofujimori #alberto  #acciónpopular #perú #urgente https://t.co/8fv3qnagbj,N
#combuttersla verdad de los moraditos: conoce el pasado de sus candidatos🔴 #phillipbutters: “el #partidomorado es morado porque deja morado a las mujeres”#pbo🔴 https://t.co/upikpq1xqn#keiko #mora #vizcarra #bara #perú #urgente #atención #loúltimo #elecciones #viral https://t.co/4pklkpcpnq,N
#combuttersla verdad de los moraditos: conoce el pasado de sus candidatos🔴 #phillipbutters: “el #partidomorado es morado porque deja morado a las mujeres”#pbodigital🔴 https://t.co/upikppkmsd#phillipbutters #keiko #mulder #mora #vizcarra #bara #perú #urgente #loúltimo https://t.co/1rnnhrru0w,N
#combutterslas redes sociales queman a #julioguzmán🔴 el líder del #partidomorado está en boca de todos pero para las burlas ¡corre más rápido que #forrest!#pbo#phillipbutters #guzmán #carlagarcía #vizcarra #markvito #fujimori #aniversariopbo https://t.co/aupmiir4bf,N
#congreso que #perú elegirá el 26/1 podría estar presidido por una mujer: mónica saavedra #acciónpopular (centro fluctuante) o maha chávez #fuerzapopular (derecha radical). podría sorprender francisco sagasti #partidomorado (centro elástico)  https://t.co/8gfookdxpc,NEU
#conóceme | este domingo vamos a votar y votaremos por nuestro país con un voto informado un voto consciente.te invito a conocerme más en mi página web https://t.co/emqobtbpqz#el29morado#educarparaemprender#partidomorado https://t.co/g7133meo6x,NEU
#corrupción  otra mas del #partidomorado https://t.co/itewwwdebu,N
#cuellorojo cómo cuando tu pata el trans cava agredió a una mujer si toleraste esa agresión? es mas te dedicaste a defenderlo y victimizarloen vez d denunciarlo x pegalón! ahi si no pediste erradicarlo! #partidomorado #partidoojomorado #eleccionescongresales2020 #elecciones2020 https://t.co/tleteekxwp,N
"#danielmora #mora #daniel #partidomorado""he tenido 12 juicios gracias a la inmunidad no estoy tras las rejas"" https://t.co/uegtxenqhw",N
#danielmora ... #partidomoradoes el representante ideal de ese títere de israel y pro sionista a favor de la invasión a #palestina llamado #julioguzman o #judioguzman. que está rodeada de gente vomitiva e indeseable. la ultra derecha no debe llegar al poder.,N
"#danielmora indicó que lo ocurrido fue un ""incidente"" y que dirá su verdad🔴 renunció a su candidatura y al #partidomorado tras conocerse caso de violencia familiar#pbodigital#phillipbutters #keiko #mulder #mora #vizcarra #bara #perú #urgente https://t.co/evikzzm0os",N
#danielmora pegalón en el #partidomorado🔴 #phillipbutters: “sus principios y valores son tapar a los pegalones e incluir a los sentenciados”#pbodigital🔴 https://t.co/sokpz9cegx#phillipbutters #perú #guzmán #markvito #magaly #panorama #alangarcía #fujimori #keiko https://t.co/kbk2wa5dxv,N
